ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0000950142-25-001726	YES	101	0002074256	Caledonia Long Offshore Fund LP	94 SOLARIS AVENUE	CAMANA BAY, PO BOX 1348	GRAND CAYMAN	E9	CAYMAN ISLANDS	KY1-1108	347-287-3760	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0001954925-25-000007	YES	101	0001954925	P/E Capital DAO LLC	680 S CACHE STREET	SUITE 100-7414	JACKSON	WY	WYOMING	83001	888-929-2825	WYOMING							Limited Liability Company		withinFiveYears	2022
0000950142-25-001725	YES	101	0002074250	Caledonia Long Fund LP	1133 AVENUE OF THE AMERICAS	27TH FLOOR	NEW YORK	NY	NEW YORK	10036	347-287-3760	DELAWARE							Limited Partnership		withinFiveYears	2025
0002075116-25-000001	YES	101	0002075116	Karo Robbins Holdco, LLC	2451 CUMBERLAND PARKWAY	SUITE 3367	ATLANTA	GA	GEORGIA	30339	615-955-5951	GEORGIA							Limited Liability Company		withinFiveYears	2024
0002075019-25-000001	YES	101	0002075019	PARLIAMENT CAPITAL SERIES III LLC- SERIES I	307 F.D. ROOSEVELT AVENUE		SAN JUAN	PR	PUERTO RICO	00918	7874990002	PUERTO RICO							Limited Liability Company		withinFiveYears	2025
0002000091-25-000002	YES	101	0002000091	Foundation LLM Technologies, Inc.	171 MAIN STREET	#424	LOS ALTOS	CA	CALIFORNIA	94022	617-858-0307	DELAWARE							Corporation		withinFiveYears	2023
0002017889-25-000002	YES	101	0002017889	Coolwater Capital Cohort Fund II LP	1222 NAYLOR CT		SALT LAKE CITY	UT	UTAH	84105	860-309-9204	DELAWARE							Limited Partnership		withinFiveYears	2024
0001070480-25-000004	YES	101	0001070480	BAY RESOURCE PARTNERS OFFSHORE FUND LTD	UGLAND HOUSE	SOUTH CHURCH STREET PO BOX 309	GRAND CAYMAN KY1-1104	E9	CAYMAN ISLANDS	00000	3459498066	CAYMAN ISLANDS							Corporation		overFiveYears	
0001935541-25-000002	YES	101	0001935541	New Holland Tactical Alpha Domestic Fund LP	777 Third Avenue	Floor 36	NEW YORK	NY	NEW YORK	10017	212-600-9200	DELAWARE							Limited Partnership		withinFiveYears	2022
0001704211-25-000002	YES	101	0001815399	Pro Cyclist Fund, LP	2595 CANYON BLVD	SUITE 330	BOULDER	CO	COLORADO	80302	303-955-4381	DELAWARE							Limited Partnership		withinFiveYears	2020
0002075171-25-000001	YES	101	0002075171	Ridgemont Equity Partners V, L.P.	101 SOUTH TRYON STREET, SUITE 3400		CHARLOTTE	NC	NORTH CAROLINA	28280	704-944-0914	DELAWARE							Limited Partnership		withinFiveYears	2025
0001745397-25-000012	YES	101	0002026041	Unity Select Fund, LLC - Southpoint Qualified Fund Tax Exempt Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002028510-25-000001	YES	101	0002028510	DBP III Discretionary Co-Invest, LP	750 PARK OF COMMERCE DRIVE	SUITE 210	BOCA RATON	FL	FLORIDA	33487	(561) 544-7448	DELAWARE							Limited Partnership		withinFiveYears	2024
0002075216-25-000001	YES	101	0002075216	Ridgemont Equity Partners V-A, L.P.	101 SOUTH TRYON STREET, SUITE 3400		CHARLOTTE	NC	NORTH CAROLINA	28280	704-944-0914	DELAWARE							Limited Partnership		withinFiveYears	2025
0001070480-25-000003	YES	101	0001161416	BAY II RESOURCE PARTNERS LP	2859 Paces Ferry Road SE	Suite 1710	ATLANTA	GA	GEORGIA	30339	(770) 989-8250	DELAWARE							Limited Partnership		overFiveYears	
0002037468-25-000004	YES	101	0002037468	AlphaSkew Fund, LP	650 CASTRO STREET	SUITE 120 PMB 96607	MOUNTAIN VIEW	CA	CALIFORNIA	94041	(415) 842-0091	DELAWARE							Limited Partnership		withinFiveYears	2024
0002074841-25-000001	YES	101	0002074841	Excel II Racing, LLC	4035 S GENESEE RD.		GRAND BLANC	MI	MICHIGAN	48439	7346649966	MICHIGAN							Limited Liability Company		withinFiveYears	2025
0001070480-25-000002	YES	101	0000899037	BAY RESOURCE PARTNERS LP	2859 Paces Ferry Road SE	Suite 1710	ATLANTA	GA	GEORGIA	30339	770-989-8250	DELAWARE							Limited Partnership		overFiveYears	
0000905148-25-002276	YES	101	0001798029	A&Q Metric SPC - Global Opportunistic SP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Segregated Portfolio	overFiveYears	
0001704211-25-000001	YES	101	0001704211	Black Swift Special Situations Fund, LP	2595 CANYON BLVD	SUITE 330	BOULDER	CO	COLORADO	80302	3039554381	DELAWARE							Limited Partnership		overFiveYears	
0002074897-25-000001	YES	101	0002074897	13G30 London Ltd Liability Co	62 SAINT FELIX STREET		BROOKLYN	NY	NEW YORK	11217	6467794882	NEW YORK							Limited Liability Company		withinFiveYears	2025
0002074099-25-000002	YES	101	0002074099	CI Catalyst Fund II, LP	44 ESPLANADE		ST. HELIER	Y9	JERSEY	JE4 9WG	447771917999	JERSEY							Limited Partnership		withinFiveYears	2025
0001745397-25-000011	YES	101	0002026046	Unity Select Fund, LLC - Pinnacle Natural Resources Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002062763-25-000002	YES	101	0002062763	93024 Partners, LLC	17174 CURRY PRESERVE DR UNIT 3302		PUNTA GORDA	FL	FLORIDA	33982	941-264-9469	FLORIDA							Limited Liability Company		withinFiveYears	2024
0002075013-25-000001	YES	101	0002075013	MONTICELLOAM FUNDING SH-89-B LLC	600 THIRD AVENUE	21 FL	NEW YORK	NY	NEW YORK	10016	646-844-3600	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002032020-25-000001	YES	101	0002032020	EQT Private Equity Co LLC	1114 AVENUE OF THE AMERICAS, 45TH FLOOR		NEW YORK	NY	NEW YORK	10036	917-281-0850	DELAWARE							Limited Liability Company		withinFiveYears	2024
0000905148-25-002275	YES	101	0001832364	A&Q Metric SPC - Global Opportunistic II SP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Segregated Portfolio	overFiveYears	
0002074468-25-000001	YES	101	0002074468	STOP COLLABORATE LISTEN, LLC	6907 43RD AVENUE, 4F		WOODSIDE	NY	NEW YORK	11377	917-653-9451	NEW YORK							Limited Liability Company		withinFiveYears	2025
0001213900-25-059609	YES	101	0002070805	Audent GAM Venture Fund III, LLC	9200 W. SUNSET BLVD., SUITE 817		WEST HOLLYWOOD	CA	CALIFORNIA	90069	(310) 388-3818	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001842180-25-000002	YES	101	0001842180	Exchange Place (Equity Only): All Cap LP	200 WEST STREET		NEW YORK	NY	NEW YORK	10282-2198	212-902-1000	DELAWARE							Limited Partnership		withinFiveYears	2020
0002043929-25-000008	YES	101	0002043929	NorthPoint Industrial Fund VII, LP	3315 N. OAK TRAFFICWAY		KANSAS CITY	MO	MISSOURI	64116	(816) 888-7380	DELAWARE							Limited Partnership		withinFiveYears	2024
0002043929-25-000008	NO	102	0002060117	NP Industrial VII Blocker Feeder 2, LP	3315 N. OAK TRAFFICWAY		KANSAS CITY	MO	MISSOURI	64116	(816) 888-7380	DELAWARE							Limited Partnership		withinFiveYears	2024
0001231919-25-000093	YES	101	0001797346	Gathering Collective, Inc.	765 South Van Ness Ave.		SAN FRANCISCO	CA	CALIFORNIA	94110	(415) 235-5609	DELAWARE							Corporation		overFiveYears	
0001062993-25-012246	YES	101	0002075089	Tierra Cove II LLC	10006 SHINNECOCK HILLS DR		AUSTIN	TX	TEXAS	78747	512-200-2719	WYOMING							Limited Liability Company		withinFiveYears	2025
0001745397-25-000010	YES	101	0002026044	Unity Select Fund, LLC - One William Street CP II Tax Exempt Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002074219-25-000001	YES	101	0002074219	Platinum Heat Principals, L.P.	360 NORTH CRESCENT DRIVE	SOUTH BUILDING	BEVERLY HILLS	CA	CALIFORNIA	90210	(310) 712-1850	DELAWARE							Limited Partnership		withinFiveYears	2025
0001012975-25-000333	YES	101	0002070123	PineBridge Private Credit IV Offshore, SLP	2, rue Jean Monnet		Luxembourg	N4	LUXEMBOURG	L-2180	646-857-8634	LUXEMBOURG							Limited Partnership		withinFiveYears	2023
0002027387-25-000002	YES	101	0002027387	Champion Venture Partners Inc.	19 8TH STREET SOUTH PMB 432		FARGO	ND	NORTH DAKOTA	58103	701-429-7796	DELAWARE							Corporation		withinFiveYears	2024
0002063504-25-000005	YES	101	0002063504	Ellington Valley Technologies, Inc.	8 GASEK FARMS ROAD		ELLINGTON	CT	CONNECTICUT	06029	860-256-1022	DELAWARE							Corporation		withinFiveYears	2024
0000905148-25-002274	YES	101	0001870932	A&Q Metric SPC - Fir Tree Opportunistic II SP	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Segregated Portfolio	withinFiveYears	2021
0002074823-25-000001	YES	101	0002074823	Elevate Music Fund IV Offshore, Ltd.	8117 PRESTON ROAD	SUITE 300	DALLAS	TX	TEXAS	75225	203-524-0967	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2025
0002074735-25-000001	YES	101	0002074735	Catalyst IOS Fund III LP	800 3RD AVENUE, SUITE 2701		NEW YORK	NY	NEW YORK	10022	203-644-8266	DELAWARE							Limited Partnership		withinFiveYears	2025
0001715905-25-000002	YES	101	0001715905	Williams Capital Group, LLC	100 NORTH CITRUS STREET, SUITE 530		WEST COVINA	CA	CALIFORNIA	91791	213-880-8107	CALIFORNIA							Limited Liability Company		overFiveYears	
0002073834-25-000001	YES	101	0002073834	Quantum Leap 1.1.1 Fund L.P.	3 BALDWIN AVE		SOUTH BURLINGTON	VT	VERMONT	05403	(802) 419-8888	DELAWARE							Limited Partnership		withinFiveYears	2025
0001012975-25-000332	YES	101	0002058514	Evolution Credit Partners Trade Finance Offshore, L.P.	28 STATE STREET, 28TH FLOOR		BOSTON	MA	MASSACHUSETTS	02109	617-410-4800	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2021
0002061689-25-000001	YES	101	0002061689	Plexus Fund VII-UL, L.P.	4242 SIX FORKS ROAD	SUITE 950	RALEIGH	NC	NORTH CAROLINA	27609	919-256-6341	DELAWARE							Limited Partnership		withinFiveYears	2024
0001745397-25-000009	YES	101	0002026161	Unity Select Fund, LLC - Main Street Diversified Opportunity Tax Exempt Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000905148-25-002273	YES	101	0001870968	A&Q Metric Fir Tree Opportunistic II Ltd	Maples Corporate Services Limited	Ugland House, South Church Street	Grand Cayman	E9	CAYMAN ISLANDS	KY1-1104	345-949-8066	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2021
0001012975-25-000331	YES	101	0001854216	Evolution Credit Partners Trade Finance, L.P.	28 STATE STREET, 28TH FLOOR		BOSTON	MA	MASSACHUSETTS	02109	617-410-4800	DELAWARE							Limited Partnership		withinFiveYears	2021
0001745397-25-000008	YES	101	0002026171	Unity Select Fund, LLC - Main Street Diversified Opportunity Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001786865-25-000002	YES	101	0001786865	Rune Labs, Inc.	649 IRVING STREET		SAN FRANCISCO	CA	CALIFORNIA	94122	360-606-2929	DELAWARE							Corporation		overFiveYears	
0001012975-25-000330	YES	101	0002058512	Evolution Credit Partners Trade Finance Master, L.P.	28 STATE STREET, 28TH FLOOR		BOSTON	MA	MASSACHUSETTS	02109	617-410-4800	DELAWARE							Limited Partnership		withinFiveYears	2025
0001940870-25-000002	YES	101	0001940870	SLF Value Add Fund 1 LLC	8787 Renner Blvd	Suite 130	LENEXA	KS	KANSAS	66219	9132837804	NEVADA							Limited Liability Company		withinFiveYears	2022
0001745397-25-000007	YES	101	0002025987	Unity Select Fund, LLC - Insight Partners XIII Tax Exempt Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0000950142-25-001722	YES	101	0002074756	Apollo IG Core Replacement (Cayman), L.P.	9 WEST 57TH STREET	41ST FLOOR	NEW YORK	NY	NEW YORK	10019	212-515-3200	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002075164-25-000001	YES	101	0002075164	EQT Exeter Europe Logistics Value Fund V (No.1) SCSp	51A, BOULEVARD ROYAL		LUXEMBOURG	N4	LUXEMBOURG	L-2449	352 26 73 26	LUXEMBOURG							Limited Partnership		withinFiveYears	2024
0001013594-25-000792	YES	101	0001854911	Equinox Partners Precious Metals Fund, L.P.	301 TRESSER BLVD 13TH FLOOR		STAMFORD	CT	CONNECTICUT	06901	2128321290	DELAWARE							Limited Partnership		withinFiveYears	2020
0002043929-25-000007	NO	102	0002060117	NP Industrial VII Blocker Feeder 2, LP	3315 N. OAK TRAFFICWAY		KANSAS CITY	MO	MISSOURI	64116	(816) 888-7380	DELAWARE							Limited Partnership		withinFiveYears	2024
0002043929-25-000007	YES	101	0002043929	NorthPoint Industrial Fund VII, LP	3315 N. OAK TRAFFICWAY		KANSAS CITY	MO	MISSOURI	64116	(816) 888-7380	DELAWARE							Limited Partnership		withinFiveYears	2024
0000943663-25-000174	YES	101	0002018384	Pathway Select Fund, LP - Series A	18575 JAMBOREE ROAD, 7TH FLOOR		IRVINE	CA	CALIFORNIA	92612	949-622-1000	DELAWARE							Other	Series of a Delaware limited partnership	withinFiveYears	2024
0001966570-25-000004	YES	101	0001966570	Sevaro Health Inc	1 TOWER CENTER BLVD	FLOOR 15	EAST BRUNSWICK	NJ	NEW JERSEY	08816	732-789-7030	DELAWARE	StatMD USA, LLC	StatMD USA, Inc.					Corporation		overFiveYears	
0000950142-25-001721	YES	101	0002074450	Apollo IG Core Replacement, L.P.	9 WEST 57TH STREET	41ST FLOOR	NEW YORK	NY	NEW YORK	10019	212-515-3200	DELAWARE							Limited Partnership		withinFiveYears	2025
0001013594-25-000791	YES	101	0001421771	MASON HILL PARTNERS LP	301 TRESSER BLVD.	13TH FLOOR	STAMFORD	CT	CONNECTICUT	06901	203-516-2270	DELAWARE							Limited Partnership		overFiveYears	
0001013594-25-000790	YES	101	0001439224	KUROTO FUND INTERNATIONAL LTD	C/O EQUINOX PARTNERS INVESTMENT MGMT LLC	301 TRESSER BLVD., 13TH FLOOR	STAMFORD	CT	CONNECTICUT	06901	203-516-2270	BERMUDA							Other	INVESTMENT FUND INCORPORATED IN BERMUDA	overFiveYears	
0001013594-25-000789	YES	101	0001080716	KUROTO FUND LP	C/O EQUINOX PARTNERS INVESTMENT MGMT LLC	301 TRESSER BLVD., 13TH FLOOR	STAMFORD	CT	CONNECTICUT	06901	2035162270	DELAWARE				KUROTO FUND L P			Limited Partnership		overFiveYears	
0001745397-25-000006	YES	101	0002025962	Unity Select Fund, LLC - Insight Partners XIII Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001013594-25-000788	YES	101	0001498826	Equinox Fund International, Ltd.	C/O EQUINOX PARTNERS INVESTMENT MGMT LLC	301 TRESSER BLVD., 13TH FLOOR	STAMFORD	CT	CONNECTICUT	06901	203-516-2270	BERMUDA							Other	INVESTMENT FUND INCORPORATED IN BERMUDA	overFiveYears	
0001013594-25-000787	YES	101	0000933897	EQUINOX PARTNERS LP	301 TRESSER BLVD.	13TH FLOOR	STAMFORD	CT	CONNECTICUT	06901	203-516-2270	DELAWARE							Limited Partnership		overFiveYears	
0002074724-25-000001	YES	101	0002074724	PSE PCF, LP	3907 INDEPENDENT WAY		AUSTIN	TX	TEXAS	78731	5125939523	TEXAS							Limited Partnership		withinFiveYears	2025
0002068403-25-000003	YES	101	0002068403	606NW75-FL, LLC	8777 N GAINEY CENTER DRIVE	SUITE 191	SCOTTSDALE	AZ	ARIZONA	85258	1-866-828-6009	DELAWARE							Limited Liability Company		withinFiveYears	2023
0002075184-25-000001	YES	101	0002075184	SOMP-PARKE, LP	3501 EDGEWATER STREET		DALLAS	TX	TEXAS	75205	214-505-0199	TEXAS							Limited Partnership		withinFiveYears	2025
0001745397-25-000005	YES	101	0002025966	Unity Select Fund, LLC - Hudson Bay Tax Exempt Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001983461-25-000001	YES	101	0001983461	ATHOS Venture Fund III, LP	4725 S. HOLLADAY BLVD, #130		HOLLADAY	UT	UTAH	84117	8318017693	DELAWARE							Limited Partnership		withinFiveYears	2023
0001745397-25-000004	YES	101	0002025969	Unity Select Fund, LLC - Hudson Bay Series	UNITY SELECT FUND, LLC	300 FIFTH AVENUE	PITTSBURGH	PA	PENNSYLVANIA	15222-2401	215-585-8030	DELAWARE							Limited Liability Company		withinFiveYears	2022
0001012975-25-000329	YES	101	0002074109	NYS 1 Co-Invest L.P.	1 ROYAL PLAZA, ROYAL AVENUE		ST PETER PORT	Y7	GUERNSEY	GY1 2HL	44 20 3530 3600	UNITED KINGDOM							Limited Partnership		withinFiveYears	2024
0001012975-25-000328	YES	101	0002069972	Hg Co-Invest N II, L.P.	1 ROYAL PLAZA, ROYAL AVENUE		ST PETER PORT	Y7	GUERNSEY	GY1 2HL	44 20 3530 3600	UNITED KINGDOM							Limited Partnership		withinFiveYears	2024
0002074721-25-000001	YES	101	0002074721	SPV I Surry, LLC	1309 COFFEEN AVENUE SUITE 10401		SHERIDAN	WY	WYOMING	82801	9724608353	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002075111-25-000001	YES	101	0002075111	XAi Apr 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000919574-25-003845	YES	101	0001995219	Wellington Global Multi-Strategy Fund (Cayman), Ltd.	280 CONGRESS STREET		BOSTON	MA	MASSACHUSETTS	02210	617-951-5372	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2023
0002074100-25-000001	YES	101	0002074100	OAK HALL REALTY FUND LLC	7013 LANKFORD HIGHWAY		OAK HALL	VA	VIRGINIA	23416	6314694828	DELAWARE	CROWDVEST LLC						Limited Liability Company		withinFiveYears	2025
0002068662-25-000001	YES	101	0002068662	UrbanFlex Industrial Fund I, LLC	13055 HARMON ROAD, UNIT 1101		FORT WORTH	TX	TEXAS	76177	9724608353	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002075105-25-000001	YES	101	0002075105	ANGR I Human Behavior a Series of Antigravity Capital LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002074985-25-000001	YES	101	0002074985	Bluewatch Wander III Jun 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002030390-25-000001	YES	101	0002030390	Athos Emerging Venture Fund IV, LP	4725 S HOLLADAY BLVD, #130		HOLLADAY	UT	UTAH	84117	831.801.7693	DELAWARE							Limited Partnership		withinFiveYears	2024
0002075281-25-000001	YES	101	0002075281	UPWELLING EQUITY INVESTORS II LP	2820 FIFTH STREET		DAVIS	CA	CALIFORNIA	95618	(530) 758-7888	DELAWARE							Limited Partnership		withinFiveYears	2023
0001435074-25-000002	YES	101	0001435074	PING EXCEPTIONAL VALUE FUND, LP	C/O CAMPBELLS CORPORATE SERVICES LTD	4FL. WILLOW HOUSE, CRICKET SQR. BOX 268	GEORGE TOWN	E9	CAYMAN ISLANDS	KY1-1104	(646) 237-5123	DELAWARE				PING EXCEPTIONAL VALUE FUND LP			Limited Partnership		overFiveYears	
0001910908-25-000002	YES	101	0001910908	Covert TopCo Partnership, LP	C/O EQT PARTNERS INC.	1114 AVENUE OF THE AMERICAS, 45TH FLOOR	NEW YORK	NY	NEW YORK	10036	917-281-0850	DELAWARE							Limited Partnership		withinFiveYears	2021
0001659412-25-000005	YES	101	0001659412	Infusense Corp.	111 10th Ave S	Suite 110	Nashville	TN	TENNESSEE	37203	615-255-6270	TENNESSEE							Corporation		overFiveYears	
0002074986-25-000001	YES	101	0002074986	SPVx012 a Series of Raido Capital Holdings X LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
