ACCESSIONNUMBER	INDUSTRYGROUPTYPE	INVESTMENTFUNDTYPE	IS40ACT	REVENUERANGE	AGGREGATENETASSETVALUERANGE	FEDERALEXEMPTIONS_ITEMS_LIST	ISAMENDMENT	PREVIOUSACCESSIONNUMBER	SALE_DATE	YETTOOCCUR	MORETHANONEYEAR	ISEQUITYTYPE	ISDEBTTYPE	ISOPTIONTOACQUIRETYPE	ISSECURITYTOBEACQUIREDTYPE	ISPOOLEDINVESTMENTFUNDTYPE	ISTENANTINCOMMONTYPE	ISMINERALPROPERTYTYPE	ISOTHERTYPE	DESCRIPTIONOFOTHERTYPE	ISBUSINESSCOMBINATIONTRANS	BUSCOMBCLARIFICATIONOFRESP	MINIMUMINVESTMENTACCEPTED	OVER100RECIPIENTFLAG	TOTALOFFERINGAMOUNT	TOTALAMOUNTSOLD	TOTALREMAINING	SALESAMTCLARIFICATIONOFRESP	HASNONACCREDITEDINVESTORS	NUMBERNONACCREDITEDINVESTORS	TOTALNUMBERALREADYINVESTED	SALESCOMM_DOLLARAMOUNT	SALESCOMM_ISESTIMATE	FINDERSFEE_DOLLARAMOUNT	FINDERSFEE_ISESTIMATE	FINDERFEECLARIFICATIONOFRESP	GROSSPROCEEDSUSED_DOLLARAMOUNT	GROSSPROCEEDSUSED_ISESTIMATE	GROSSPROCEEDSUSED_CLAROFRESP	AUTHORIZEDREPRESENTATIVE
0001983741-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000820096-24-000006	2023-09-29		false					true					false		0		Indefinite	103705000	Indefinite		false		19	48500	true	0			0			false
0001470831-25-000243	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C, 3C.1, 3C.7	true	0002059452-25-000001	2025-04-16		false					true					false		0		Indefinite	37750000	Indefinite		false		6	0		0			0		The Issuer's General Partner, or an Affiliate of the Issuer's General Partner, may be entitled to receive a Management Fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0002070576-25-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement agent fees to be paid based upon a fee schedule. Such fees are offset dollar-for-dollar against the management fees payable by the Issuer.	0	true	The general partner is entitled to a performance allocation and a management fee. The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0002088902-25-000001	Commercial			Decline to Disclose		06c	false			true	false	true									false		50000		1000000	0	1000000		false		0	0		0			0	true		false
0001964029-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000950142-24-002470	2023-06-13		true					true					false		0		Indefinite	167950000	Indefinite		false		8	0		0			0		The fund charges a management fee that is described in the fund's offering documents.	false
0002070575-25-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false	true				true					false		0		Indefinite	0	Indefinite		false		0	0	true	0	true	Placement agent fees to be paid based upon a fee schedule. Such fees are offset dollar-for-dollar against the management fees payable by the Issuer.	0	true	The general partner is entitled to a performance allocation and a management fee. The performance allocation and management fee are fully discussed in the Issuer's confidential offering materials.	false
0002035665-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0002035665-24-000001	2024-10-07		true	true				true					false		0		Indefinite	70778883	Indefinite		false		2	0		0			0			false
0001923092-25-000004	Business Services			Decline to Disclose		06b	false		2025-09-18		false	true									false		0		40031619	40031619	0	Total amount sold includes the conversion of $3,031,624 of debt.	false		3	0		0			0			false
0001825141-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-30		false					true					false		100000		10900000	10900000	0		false		12	0		0			0			false
0001612920-25-000005	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0001612920-25-000001	2014-08-01		true					true			true	Limited Partner Interest	false		1000000		Indefinite	5800000	Indefinite		false		21	0	true	0	true		0	true	None, although the General Partner of the issuer receives investment management fees and a special incentive profit allocation	false
0001761140-25-000006	REITS and Finance			Decline to Disclose		06b	false		2025-09-04		false	true									false		0		1474374	1474374	0		false		18	0		0			0			false
0000950142-25-002579	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0000950142-25-001721		true	true	true				true					false		1		Indefinite	0	Indefinite		false		0	5500		0			0		.	false
0001470831-25-000242	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06c, 3C, 3C.1, 3C.7	true	0002059448-25-000001	2025-04-16		false					true					false		0		Indefinite	27300000	Indefinite		false		15	0		0			0		The Issuer's General Partner, or an Affiliate of the Issuer's General Partner, may be entitled to receive a Management Fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0002089474-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The general partner is entitled to carried interest. The management company is entitled to a management fee. The carried interest and management fee are discussed in the Issuer's governing documents.	false
0001654954-25-011260	Oil and Gas			Decline to Disclose		06b	false			true	false	true									false		0		2118266	0	2118266		false		0	0		0			0			
0002089169-25-000001	Commercial			Decline to Disclose		06b	false		2025-08-29		false	true									false		10000		1040786	1040786	0	The Issuer does not intend to make any more sales in this offering.	false		16	0		0			0	true	The Manager or its affiliates may be entitled to receive certain fees as described in the confidential offering materials. The amounts of those fees are indeterminable at this time.	false
0002039954-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-24		false	true				true					false		5035		583000	583000	0		false		46	29150		0			0			false
0001213900-25-094022	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	false		2025-09-05		false	true									true		0		165461432	165461432	0		false		909	0		0			0			false
0002089430-25-000001	Other Real Estate			Decline to Disclose		06b	false		2025-09-15		false	true									false		24297976		24297976	24297976	0		false		9	0		0			0			false
0002088911-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-22		false					true					false		0		Indefinite	4642857	Indefinite		false		0	0		0			0			false
0001398344-25-018702	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.1	true	0001959955-22-000001	2022-09-01		true					true					false		1		Indefinite	2891106	Indefinite		false		19	0		0			0		Customary management and incentive fees are paid to the General Partner as disclosed in the Partnership Agreement.	false
0001929098-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Not Applicable		06b, 3C, 3C.7	true	0001929098-24-000001	2024-09-26		false					true					false		0		100000000	12650000	87350000		false		4	0		0			0	true	The General Partner will receive a fee for management services equal to a percentage of invested capital of the Issuer.	false
0000950142-25-002578	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0		The fund charges a management fee that is described in the fund's offering documents.	false
0002087032-25-000001	Other			Decline to Disclose		06b	false		2025-09-02		false	true									false		600000		1500000	600000	900000		false		1	0		0			0			false
0002081710-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.5	false		2025-09-30		false					true					false		100000		4440000	4440000	0		false		17	0		0			44400	true	Management Fee to KP Investment Manager, LLC for management of the Manager and Fund.	false
0002080022-25-000004	Other Travel			Decline to Disclose		06b	false		2025-07-18		false	true									false		0		3750000	1750000	2000000		false		7	0		0			0			false
0002089466-25-000001	Other Technology			Decline to Disclose		06b	false		2025-09-16		false	true									false		0		3400000	2350000	1050000		false		7	0		0			0		OFFICERS TO BE REMUNERATED IN THE ORDINARY COURSE OF BUSINESS	false
0002078956-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-07-16		false					true					false		0		Indefinite	15280000	Indefinite		false		107	0		0			0			false
0002087347-25-000001	Commercial			Decline to Disclose		06c	false			true	false	true									false		50000		5000000	0	5000000		false		0	0		0			0	true		false
0002085469-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0	true	The Issuer's General Partner, or an Affiliate of the Issuer's General Partner, may be entitled to receive a Management Fee in accordance with the Issuer's governing documentation, as amended from time to time.	false
0002088646-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true					true					false		100000		Indefinite	0	Indefinite		false		0	0		0		SALE COMMISSIONS AND/OR FINDERS' FEES MAY OR MAY NOT BE RECEIVED IN CONNECTION WITH THE OFFERING.	0			false
0001683168-25-007340	Other Real Estate			Decline to Disclose		06b	false		2025-09-15		true	true									false		0		Indefinite	3100000	Indefinite		false		8	31000		0			0			true
0001845947-25-000004	Other Technology			Decline to Disclose		06b	false		2025-02-04		false	true									false		0		8050000	7954999	95001		false		38	0		0			0			false
0002088926-25-000001	Commercial			Decline to Disclose		06c	false			true	false	true									false		500000		5000000	0	5000000		false		0	0		0			0	true		false
0002075357-25-000001	Other Real Estate			Decline to Disclose		06b	false			true	false	true									false		25000		74946000	0	74946000		false		0	6520302	true	0			0			false
0001231919-25-000263	Other Technology			Decline to Disclose		06b	false		2025-09-15		false	true									false		0		18406493	18406493	0	Total Offering and Total Amount Sold includes $3,406,500 previously received by the issuer in the sale of convertible securities that converted in this transaction.	false		29	0		0			0			false
0002087910-25-000001	Other			Decline to Disclose		06b	false		2025-09-26		false	true									false		0		111111	111111	0		false		2	0		0			0	true		false
0002089305-25-000001	Residential			Decline to Disclose		06b	false		2025-09-17		false	true									false		0		15427000	15427000	0		false		77	0		0			0			false
0002087250-25-000001	Commercial			Decline to Disclose		06b	false			true	false	true									false		50000		500000	0	500000		false		0	0		0			0	true		false
0002089294-25-000001	Commercial			Decline to Disclose		06b	false		2025-09-23		false	true									false		25000		1645000	1645000	0		false		15	0		0			0			false
0001012975-25-000588	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	2500	true	0	true		0	true		false
0001315863-25-000689	Other			Decline to Disclose		06b	false			true	false	true									false		1		2100000000	0	2100000000		false		0	2000000		10000000		Above amounts are estimates to be paid over time to Item 12 entities as a result of the anticipated sales of interests in the Issuer, subject to future contingencies. LionTree shares in compensation with Goldman Sachs but has not solicited in any State.	0		The Issuer's confidential offering materials fully discuss management fees and issuances of units in the Issuer due to affiliates of the Issuer.	false
0002085971-25-000001	Pooled Investment Fund	Other Investment Fund	false		Over $100,000,000	06b, 3C, 3C.1, 3C.7	false		2025-09-12		false	true				true					false		0		Indefinite	856551450	Indefinite		false		22	0		0			0	true	The Issuer's general partner or an affiliate thereof is entitled to performance-based compensation, as further described in the Issuer's governing documentation.	false
0002089259-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		THE MANAGING MEMBER AND THE MANAGEMENT COMPANY ARE ENTITLED TO A MANAGEMENT FEE AND CERTAIN OTHER FEES. BOTH OF THE FOREGOING ARE DISCLOSED IN THE ISSUER'S CONFIDENTIAL OFFERING DOCUMENTS.	false
0002068047-25-000004	Pooled Investment Fund	Other Investment Fund	false		$1 - $5,000,000	06c	true	0002068047-25-000001	2025-04-25		true					true					false		25000		10000000	100000	9900000		false		1	0		0			0			false
0002086725-25-000001	Other			Decline to Disclose		06b	false		2025-09-25		false	true									false		0		95067	95067	0		false		7	0		0			0	true		false
0002084537-25-000001	Other Real Estate			Decline to Disclose		06b	false		2025-08-07		false	true							true	Membership interests in limited liability company	false		25000		16325000	16325000	0		false		159	0		0			0			false
0002088194-25-000001	Other Technology			Decline to Disclose		06b	false		2025-09-09		false	true									false		0		16524993	16524993	0		false		29	0		0			0			false
0002086166-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002089346-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	false		2025-09-23		false	true									true		100000		27115000	27115000	0		false		0	0		0			0			false
0002089398-25-000001	Other			Decline to Disclose		06b	false		2025-09-16		false	true									false		0		1650000	1650000	0		false		16	0		0			0			false
0001986161-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06c, 3C, 3C.6	true	0001986161-24-000001	2023-12-01		true		true			true					false		0		Indefinite	23034380	Indefinite		false		341	0	true	0	true		0	true		false
0002088153-25-000001	Other Real Estate			Decline to Disclose		06b	false		2025-09-23		false	true									false		0		Indefinite	12875000	Indefinite	Only Preferred A, not Preferred B or Common.	false		8	0		0			0			false
0001990933-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000898432-24-000800	2023-10-02		true					true					false		1000000		Indefinite	1745000	Indefinite		false		4	0		0			0			false
0002087813-25-000001	Other Technology			Decline to Disclose		06b	false		2025-09-09		false	true		true							false		0		4600000	2224641	2375359	Total amount sold includes conversion of outstanding SAFEs and issuance of warrants.	false		13	0		0			0			false
0001990777-25-000002	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1	true	0000898432-24-000799	2023-10-02		true					true					false		1000000		Indefinite	2362771	Indefinite		false		6	0		0			0			false
0002037873-25-000002	Other			Decline to Disclose		06b	false		2025-09-17		false	true									false		10000		4499997	999998	3499999		false		1	0		0			0			false
0002039258-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0002039258-24-000001	2024-10-30		true					true					false		0		10000000	1262626	8737374		false		7	0		0			0		Treasure Coast Ventures GP, LLC and its affiliates receive management fees and performance fees, and/or allocations based on capital commitments of limited partners of the Fund.	false
0002084788-25-000001	Other			Decline to Disclose		06b, 3C, 3C.1	false		2025-08-03		false					true					false		5000		Indefinite	278000	Indefinite		false		7	0		0			0		The issuer is still determining the final allocation of proceeds and will update this information upon the closing of the offering.	false
0001952031-25-000002	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	true	0001952031-24-000001	2022-12-22		false					true					false		0		2500000	2416263	83737		false		12	0		0			0		Tesserakt Ventures GP, LLC and its affiliates receive management fees and performance fees, and/or allocations based on capital commitments of limited partners of the Fund.	false
0002089076-25-000001	Other			Decline to Disclose		06b	false		2025-09-15		false	true							true	Membership interests in limited liability company	true		0		12497135	12497135	0		false		2	0		0			0			false
0001753174-25-000006	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b	true	0001753174-24-000003	2018-07-01		true					true					false		1000000		Indefinite	1500000	Indefinite		false		6	0		0		no sales commissions or finder's fees paid	0		The Investment Advisor receives customary management and performance fees.	false
0002088747-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	100000	true	0			0		The fund is indirectly subject to asset-based fees/allocations as described in its offering docs. The exec. comm. (EC) of the GP's member may indirectly receive a portion of these fees/allocations as compensation in capacities other than as EC members.	false
0002089407-25-000001	Other			Not Applicable		06b	false		2025-09-30		false	true							true	Hybrid of Equity and Contribution to the church organization	false		1000000		500000000	500000000	0	Sale was offered and sold on 09/30/2025. First contractual engagement began on 04/25/2017	false		1	0		0			0			false
0000929638-25-003687	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		3C.7, 06b, 3C	true	0000929638-24-003351	2024-10-04		true	true				true					false		0		Indefinite	1270281000	Indefinite		false		36	0		0			0			false
0001749418-25-000002	Biotechnology			No Revenues		06b	false		2025-09-10		false	true									false		15047		550000	180047	369953		false		4	0		0			0	true		false
0002081111-25-000018	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b, 3C, 3C.1	false		2025-09-30		false					true					false		0		Indefinite	1000000	Indefinite		false		1	0		0			0		The Issuer's general partner is entitled to a performance allocation and the Issuer's investment manager is entitled to a management fee. The performance allocation and management fee are fully discussed in the Issuer's confidential offering material.	false
0002089078-25-000001	Other			Decline to Disclose		06b	false		2025-09-15		false	true							true	Membership interests in limited liability company	true		0		10097708	10097708	0		false		4	0		0			0			false
0002088644-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials disclose the management fees due to Issuer's investment adviser and its affiliates.	false
0000950142-25-002573	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	true	0000950142-24-002478	2023-10-02		true	true				true					false		1		Indefinite	241236030	Indefinite	The initial closing for Fund VI was a foundational closing primarily comprised of general partner and friends and family funding on October 6, 2023. The foundational closing provided the funding for the first Fund VI portfolio company.	false		20	0	true	0	true		0	true		false
0002088740-25-000001	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	2100000	true	0			0		The fund is indirectly subject to asset-based fees/allocations as described in its offering docs. The exec. comm. (EC) of the GP's member may indirectly receive a portion of these fees/allocations as compensation in capacities other than as EC members.	false
0002087085-25-000001	Other			Decline to Disclose		06b	false		2025-09-25		false	true									false		0		155011	155011	0		false		8	0		0			0	true		false
0002088645-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0		Issuer's confidential offering materials disclose the management fees due to Issuer's investment adviser and its affiliates.	false
0002088900-25-000001	Other Real Estate			Decline to Disclose		06b	false		2025-06-27		false	true									false		100000		15000000	3575000	11425000		false		12	0		0			0			false
0000905148-25-003451	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-06-30		true					true					false		0		Indefinite	1515000	Indefinite		false		11	0		0			0			false
0001437749-25-030097	Commercial Banking			Decline to Disclose		06b	false		2025-09-25		false		true								false		100000		25000000	25000000	0		false		21	375000		0			0			false
0002038296-25-000003	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b	true	0002038296-24-000001	2024-06-24		false	true				true					false		45000		Indefinite	3640000	Indefinite		false		0	0		0			0			false
0000905148-25-003450	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-03-28		true					true					false		0		Indefinite	320000	Indefinite		false		5	0		0			0			false
0002084076-25-000001	Agriculture			Decline to Disclose		06b	false			true	false								true	Simple Agreement for Future Equity (SAFE)	false		0		1000000	0	1000000		false		0	0		0			0			false
0002089385-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06c, 3C, 3C.1	false			true	true					true					false		250000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001992500-25-000005	Other Energy			Decline to Disclose		06b	false		2025-09-15		false	true		true	true						false		0		661780	661780	0	CDN $913,556 based on Bank of Canada exchange rate of 0.7244 on Sept. 15, 2025.  Units consist of one share and one warrant.  Each warrant is exercisable into one share at CDN $0.30 per share until Sept 15, 2027.	false		23	0		0			0			false
0002087736-25-000001	Pooled Investment Fund	Venture Capital Fund	false	Decline to Disclose		06b	false		2025-09-08		false					true					false		100		3065100	3065100	0		false		0	0	true	0	true		0	true		false
0000905148-25-003449	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-06-30		true					true					false		0		Indefinite	1350000	Indefinite		false		5	0		0			0			false
0002089389-25-000001	Residential			Decline to Disclose		06c	false			true	false	true									false		20000		9200000	0	9200000		false		0	0		0			0			false
0001315863-25-000688	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0000919574-25-005898	Other Technology			Decline to Disclose		06b	false			true	false			true							false		0		400000	0	400000		false		0	0	true	0	true		0	true		true
0002076514-25-000001	Other			Decline to Disclose		06b	true	0002076819-25-000002	2025-04-18		false		true								false		0		502500	502500	0		false		4	0	true	0	true		0	true		false
0001315863-25-000687	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	false			true	true	true				true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0000919574-25-005896	Other Technology			Decline to Disclose		06b	true	0000919574-25-003472	2025-02-14		false	true									false		0		8708000	8708000	0		false		15	0	true	0	true		0	true		true
0002080562-25-000001	Other Technology			Decline to Disclose		06b	false		2025-07-14		false	true									true	Common stock issued in reverse merger with Power Grid Professionals and in exchanges with SALT Device LLC and MW Lineman Tools LLC; all become PGE subsidiaries.	1		14040000	0	14040000		false		0	0		0			0			false
0001913442-25-000002	Other Technology			Decline to Disclose		06b	false		2025-06-20		false	true									false		0		7500000	7474972	25028		false		17	0		0			0			false
0001979660-25-000003	Other			Decline to Disclose		06b	false		2025-09-18		false	true	true								false		0		2000000	250000	1750000		false		1	0		0			0		OFFICERS TO BE REMUNERATED IN THE ORDINARY COURSE OF BUSINESS	false
0002088901-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1	false			true	true					true					false		500000		Indefinite	0	Indefinite		false		0	0		0			0			false
0002086959-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	false			true	false	true	true								false		0		Indefinite	0	Indefinite		false		0	0	true	0	true		0	true	The Issuer shall pay customary fees to its Investment Adviser.	false
0002087575-25-000002	Pooled Investment Fund	Private Equity Fund	false	Decline to Disclose		06b, 3C, 3C.7	false			true	false					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
0002082643-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b	false		2025-06-23		false	true									false		0		2000000	2000000	0		false		15	0		0			0			false
0002088235-25-000001	Pooled Investment Fund	Other Investment Fund	false		Decline to Disclose	06b, 3C, 3C.7	false		2025-09-03		false	true				true					false		50000		17561660	17561660	0		false		84	0		0			0			false
0002080830-25-000001	Other			Decline to Disclose		06b, 3C, 3C.1	false		2025-08-05		false					true					false		5000		Indefinite	587668	Indefinite		false		16	0		0			0		The issuer is still determining the final allocation of proceeds and will update this information upon the closing of the offering.	false
0002088871-25-000001	Residential			Decline to Disclose		06b	false		2025-09-26		false	true									false		30000		5900449	5900449	0		false		38	0	true	0	true		40434			false
0001792606-25-000003	Investment Banking			Decline to Disclose		06b	true	0002037930-24-000002	2019-12-02		true	true		true	true						false		0		Indefinite	55900655	Indefinite	This filing relates to grants under the issuer's 2019 Stock Option Plan at prices determined at time of grant.  For this purpose, Options are valued at their exercise price.	false		39	0		0			0			false
0002087935-25-000002	Other Real Estate			Decline to Disclose		06b, 3C, 3C.1	true	0002087935-25-000001		true	false					true					false		100000		Indefinite	0	Indefinite		false		0	0		0			0			false
0001724977-25-000010	Other			Decline to Disclose		06b	false		2025-09-16		false	true									false		0		677000	677000	0		false		23	0		0			0		OFFICERS TO BE REMUNERATED IN THE ORDINARY COURSE OF BUSINESS	false
0001800310-25-000002	Other Health Care			Decline to Disclose		04, 06b	false		2025-09-29		false	true	true								false		10000		2400000	600000	1800000		true	0	7	0		0			0			false
0001742577-25-000006	Other Technology			Decline to Disclose		06b	false		2025-08-08		false		true	true	true						false		0		450000	450000	0		false		2	0		0			0			false
0002039242-25-000002	Other Real Estate			Decline to Disclose		06c	true	0002039242-24-000001	2024-10-01		true	true									false		1		Indefinite	138250000	Indefinite		false		21	0		0			0			false
0001742577-25-000005	Other Technology			Decline to Disclose		06b	false		2025-09-15		false	true									false		0		4550000	2663999	1886001		false		4	0		0			0			false
0000905148-25-003448	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.7	true	0001789624-24-000001	2019-09-13		true					true					false		5000000		Indefinite	610000000	Indefinite		false		1	0		0		Adviser pays a portion of its advisory fees, which may vary from time to time, to the selling agents.	0			false
0002089383-25-000001	Pooled Investment Fund	Hedge Fund	false		Decline to Disclose	06b, 3C, 3C.1, 3C.7	false			true	true					true					false		0		Indefinite	0	Indefinite		false		0	0		0			0			false
