ACCESSIONNUMBER	IS_PRIMARYISSUER_FLAG	ISSUER_SEQ_KEY	CIK	ENTITYNAME	STREET1	STREET2	CITY	STATEORCOUNTRY	STATEORCOUNTRYDESCRIPTION	ZIPCODE	ISSUERPHONENUMBER	JURISDICTIONOFINC	ISSUER_PREVIOUSNAME_1	ISSUER_PREVIOUSNAME_2	ISSUER_PREVIOUSNAME_3	EDGAR_PREVIOUSNAME_1	EDGAR_PREVIOUSNAME_2	EDGAR_PREVIOUSNAME_3	ENTITYTYPE	ENTITYTYPEOTHERDESC	YEAROFINC_TIMESPAN_CHOICE	YEAROFINC_VALUE_ENTERED
0001616262-25-000009	YES	101	0001616262	Rocky Mountain Chocolate Factory, Inc.	265 Turner Drive		Durango	CO	COLORADO	81303	970-259-0554	DELAWARE				Rocky Mountain Brands, Inc.			Corporation		overFiveYears	
0001493152-25-029777	YES	101	0001688126	Crypto Co	23823 MALIBU ROAD	#50477	MALIBU	CA	CALIFORNIA	90265	(424) 228-9955	NEVADA	CROE, Inc.			CROE, INC.			Corporation		overFiveYears	
0002101272-25-000001	YES	101	0002101272	3LP Dousman MM LLC	504 W. JUNEAU AVE		MILWAUKEE	WI	WISCONSIN	53203	4147750857	WISCONSIN							Limited Liability Company		withinFiveYears	2025
0002039250-25-000002	YES	101	0002039250	Blue Owl GP Stakes Access Fund VI, LP	ONE GRAND CENTRAL PLACE	60 EAST 42ND STREET, 26TH FLOOR	NEW YORK	NY	NEW YORK	10165	212-994-7400	DELAWARE							Limited Partnership		withinFiveYears	2024
0002103457-25-000001	YES	101	0002103457	Phoenix MSA, LLC	1515 E MISSOURI AVE STE 201		PHOENIX	AZ	ARIZONA	85014	602-787-6374	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002103426-25-000001	YES	101	0002103426	New Holland Special Opportunities Fund B LP	777 THIRD AVENUE, 36TH FLOOR		NEW YORK	NY	NEW YORK	10017	212-600-9200	DELAWARE							Limited Partnership		withinFiveYears	2025
0002100816-25-000001	YES	101	0002100816	Fitz Roy 87, LLC	2840 S 70TH	SUITE #7-286	LINCOLN	NE	NEBRASKA	68506	402-943-6515	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001722345-25-000002	YES	101	0001722345	Conway RIEF Onshore Access Fund, LLC	165 N MERAMEC AVENUE	SUITE 210	SAINT LOUIS	MO	MISSOURI	63105	314-880-0813	DELAWARE							Limited Liability Company		overFiveYears	
0002050472-25-000003	YES	101	0002050472	TriGate Property Partners V, L.P.	1717 MAIN STREET	SUITE 2600	DALLAS	TX	TEXAS	75201	2142202274	DELAWARE							Limited Partnership		withinFiveYears	2023
0002080275-25-000003	YES	101	0002080275	Lightcone Labs Inc.	7475 ADEMAR STREET		LAS VEGAS	NV	NEVADA	89148	7028498859	DELAWARE							Corporation		withinFiveYears	2025
0002102376-25-000001	YES	101	0002102376	Klarsig Holdings LLC	472 PARKVIEW PLACE		BURR RIDGE	IL	ILLINOIS	60527	8479605585	ILLINOIS							Limited Liability Company		withinFiveYears	2021
0001387866-25-000002	YES	101	0001387866	Conway Onshore Access Fund, LLC	CIR FEEDER FUND MANAGEMENT, LLC	165 N. MERAMEC AVENUE, SUITE 210	ST. LOUIS	MO	MISSOURI	63105	314-721-4222	DELAWARE				GUGGENHEIM ONSHORE ACCESS FUND LLC	HIGHLY MANAGED ONSHORE ACCESS FUND LLC	GUGGENHEIM FUND SPECIFIC ONSHORE FEEDER FND LLC	Limited Liability Company		overFiveYears	
0002102934-25-000001	YES	101	0002102934	GUGLI Corp	901 CALLE AMANECER STE 160		SAN CLEMENTE	CA	CALIFORNIA	92673	8772144935	WYOMING							Corporation		withinFiveYears	2021
0002103417-25-000001	YES	101	0002103417	New Holland Special Opportunities Fund A LP	777 THIRD AVENUE, 36TH FLOOR		NEW YORK	NY	NEW YORK	10017	212-600-9200	DELAWARE							Limited Partnership		withinFiveYears	2025
0001193125-25-338248	YES	101	0001814215	Nuburu, Inc.	44 Cook Street, Suite 100		Denver	CO	COLORADO	80206	303-780-7389	DELAWARE				Tailwind Acquisition Corp.			Corporation		withinFiveYears	2020
0001360677-25-000002	YES	101	0001360677	CONWAY OFFSHORE ACCESS FUND LTD	CIR FEEDER FUND MANAGEMENT, LLC	165 N. MERAMEC AVENUE, SUITE 210	ST. LOUIS	MO	MISSOURI	63105	314-721-4222	CAYMAN ISLANDS				GUGGENHEIM OFFSHORE ACCESS FUND LTD	HIGHLY MANAGED OFFSHORE ACCESS FUND LTD	GUGGENHEIM FUND-SPECIFIC OFFSHORE FEEDER FUND LTD	Other	Cayman Islands exempted company	overFiveYears	
0002103144-25-000001	YES	101	0002103144	Elevate NewCo 3, LP	8117 PRESTON ROAD	SUITE 300	DALLAS	TX	TEXAS	75225	203-524-0967	TEXAS							Limited Partnership		withinFiveYears	2025
0001817471-25-000005	YES	101	0001817471	Lodging Fund REIT III OP, LP	1635 43RD STREET SOUTH, SUITE 205		FARGO	ND	NORTH DAKOTA	58103	(701) 630-6500	DELAWARE							Limited Partnership		overFiveYears	
0002103423-25-000001	YES	101	0002103423	DSQ Fuse Energy, a series of Allocations 2025 Master, LLC	1042 E Fort Union Blvd	Num 338	Midvale	UT	UTAH	84047	8024440039	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002082557-25-000002	YES	101	0002082557	Golub Capital Private Income Fund S	200 PARK AVENUE	25TH FLOOR	NEW YORK	NY	NEW YORK	10166	212-750-6060	DELAWARE							Other	statutory trust	withinFiveYears	2025
0002102818-25-000001	YES	101	0002102818	Elevate NewCo 2, LP	8117 PRESTON ROAD	SUITE 300	DALLAS	TX	TEXAS	75225	203-524-0967	TEXAS							Limited Partnership		withinFiveYears	2025
0002013710-25-000004	YES	101	0002013710	Gaingels Early Stage Fund I LLC	C/O GAINGELS MANAGEMENT LLC	3 MAIN STREET - SUITE 214	BURLINGTON	VT	VERMONT	05401	773 837 1889	VERMONT							Limited Liability Company		withinFiveYears	2024
0001977963-25-000002	YES	101	0001977963	Conway Offshore IEAF, LTD	165 N MERAMEC AVE.	SUITE 210	SAINT LOUIS	MO	MISSOURI	63105	314-721-9696	CAYMAN ISLANDS							Corporation		withinFiveYears	2023
0001012975-25-001001	YES	101	0002097737	Americana - AH Late Stage Venture Fund V, LP	502 Waverley Street, Suite 2		Palo Alto	CA	CALIFORNIA	94301	650-331-4151	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103412-25-000001	YES	101	0002103412	1199 Central Av Series of Loan LLC	304 S JONES BLVD	SUITE 300	LAS VEGAS	NV	NEVADA	89107	7027773303	NEVADA							Limited Liability Company		withinFiveYears	2025
0002103118-25-000001	YES	101	0002103118	Departure Capital SPV Avalanche A2 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001470831-25-000458	NO	104	0002046644	Ares US Real Estate Fund XI-C, L.P.	C/O ARES MANAGEMENT LLC	1800 AVENUE OF THE STARS, SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001470831-25-000458	NO	102	0002046625	Ares US Real Estate Fund XI-A, L.P.	C/O ARES MANAGEMENT LLC	1800 AVENUE OF THE STARS, SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001470831-25-000458	NO	103	0002046640	Ares US Real Estate Fund XI-B, L.P.	C/O ARES MANAGEMENT LLC	1800 AVENUE OF THE STARS, SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0001470831-25-000458	YES	101	0002046604	Ares US Real Estate Fund XI, L.P.	C/O ARES MANAGEMENT LLC	1800 AVENUE OF THE STARS, SUITE 1400	LOS ANGELES	CA	CALIFORNIA	90067	310-201-4100	DELAWARE							Limited Partnership		withinFiveYears	2024
0002082559-25-000002	YES	101	0002082559	Golub Capital Private Income Fund I	200 PARK AVENUE	25TH FLOOR	NEW YORK	NY	NEW YORK	10166	212-750-6060	DELAWARE							Other	statutory trust	withinFiveYears	2025
0002093312-25-000002	YES	101	0002093312	Atlas Access Fund II, L.P.	444 WEST LAKE STREET, 50TH FLOOR	C/O BALYASNY ASSET MANAGEMENT L.P.	CHICAGO	IL	ILLINOIS	60606	312-499-2999	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103012-25-000001	YES	101	0002103012	NIC Equity - Hexagon 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001948756-25-000002	YES	101	0001948756	Genialis, Inc.	68 HARRISON AVE #605	PMB 29417	BOSTON	MA	MASSACHUSETTS	02111	(617) 237-0085	DELAWARE							Corporation		overFiveYears	
0002102819-25-000001	YES	101	0002102819	Elevate NewCo 1, LP	8117 PRESTON ROAD	SUITE 300	DALLAS	TX	TEXAS	75225	203-524-0967	TEXAS							Limited Partnership		withinFiveYears	2025
0002103042-25-000001	YES	101	0002103042	IDA Venture II a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002092980-25-000003	YES	101	0002092980	Actions Flagship Fund IV LP	459 BROADWAY, FLOOR 5		NEW YORK	NY	NEW YORK	10013	214-924-3311	DELAWARE							Limited Partnership		withinFiveYears	2025
0002101714-25-000001	YES	101	0002101714	Multifamily Mechanical Electrical Plumbing, Inc.	4916 W FISH HOOK RD		SOUTH JORDAN	UT	UTAH	84009	(801) 706-8689	DELAWARE							Corporation		withinFiveYears	2024
0002103045-25-000001	YES	101	0002103045	Paradigm Evergreen I a Series of Republic Deal Room Master Fund LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002103420-25-000001	YES	101	0002103420	Pedal Works, Inc.	655 N 57TH AVE		OMAHA	NE	NEBRASKA	68132	646.337.5420	DELAWARE							Corporation		withinFiveYears	2025
0002102980-25-000001	YES	101	0002102980	Opportunity II a Series of 8-Bit Capital Opportunity LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001743235-25-000002	YES	101	0001743235	Rio2 Ltd	701 W. Georgia Street	Suite 1500	Vancouver	A1	BRITISH COLUMBIA, CANADA	V7Y 1C6	604-762-4720	ONTARIO, CANADA							Corporation		overFiveYears	
0002103024-25-000001	YES	101	0002103024	GSBackers Northwood Fund a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000892712-25-000179	YES	101	0001856408	PSCP Ice, LLC	758 N. Broadway	Suite 241	MILWAUKEE	WI	WISCONSIN	53202	414-831-1801	WISCONSIN							Limited Liability Company		withinFiveYears	2021
0002103192-25-000001	YES	101	0002103192	Evergreen Series A Nov 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001077901-25-000003	YES	101	0001077901	FRAMTIDEN LP	5100 N. RAVENSWOOD AVENUE	SUITE 109	CHICAGO	IL	ILLINOIS	60640	773-654-3526	DELAWARE				FRAMTIDEN LP/LA			Limited Partnership		overFiveYears	
0001917508-25-000002	YES	101	0001917508	Kivo, Inc.	959 SE Division St	Ste 500	Portland	OR	OREGON	97214	503-789-3790	DELAWARE	Virtual Regulatory Solutions, Inc.						Corporation		overFiveYears	
0002103324-25-000001	YES	101	0002103324	Arrowstreet Capital Exeter Fund (Feeder) Ltd	200 CLARENDON STREET, 30TH FLOOR		BOSTON	MA	MASSACHUSETTS	02116	(617) 919-0000	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2025
0001077900-25-000003	YES	101	0001077900	FIRST FRAMTIDEN LP	5100 N. RAVENSWOOD AVENUE	SUITE 109	CHICAGO	IL	ILLINOIS	60640	773-654-3526	DELAWARE				FIRST FRAMTIDEN LP /LA			Limited Partnership		overFiveYears	
0002103068-25-000001	YES	101	0002103068	Northwood Space Dec 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002091720-25-000001	YES	101	0002091720	Okeanos Venture Partners II, LLC - Series 166	440 MONTICELLO AVE	STE 1802 PMB 98895	NORFOLK	VA	VIRGINIA	23510	7039290784	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002103157-25-000001	YES	101	0002103157	DVC Fiddler Labs SPV-C a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002103233-25-000001	YES	101	0002103233	JFF SPV Nov 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001062993-25-017530	YES	101	0002099727	INEO Tech Corp.	19055 54 AVE	301	SURREY	A1	BRITISH COLUMBIA, CANADA	V3S4R1	6042441895	BRITISH COLUMBIA, CANADA	Metron Capital Corp.						Corporation		overFiveYears	
0002103001-25-000001	YES	101	0002103001	Atmos Financial Nov 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002039973-25-000003	YES	101	0002039973	Center Street Lending REIT, LLC	18201 VON KARMAN AVE.	SUITE #400	IRVINE	CA	CALIFORNIA	92612	949-430-0750	DELAWARE							Limited Liability Company		withinFiveYears	2024
0002090454-25-000002	YES	101	0002090454	Velocis Maple Grove BTR DST	3811 TURTLE CREEK BLVD.	SUITE 1500	DALLAS	TX	TEXAS	75219	2147020220	DELAWARE							Other	Delaware statutory trust	withinFiveYears	2025
0001782348-25-000005	YES	101	0001782348	Alume Biosciences Inc	2223 AVENIDA DE LA PLAYA	SUITE 205	LA JOLLA	CA	CALIFORNIA	92037	858-254-7116	DELAWARE							Corporation		overFiveYears	
0002103067-25-000001	YES	101	0002103067	Jack SPV I a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002103065-25-000001	YES	101	0002103065	MFB FERTILITY a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001091003-25-000002	YES	101	0001091003	FIVE CORNERS PARTNERS LP	385 WOODLAND ROAD		KENTFIELD	CA	CALIFORNIA	94904	(415) 464-1301	CALIFORNIA							Limited Partnership		overFiveYears	
0002103200-25-000001	YES	101	0002103200	D. E. Shaw Orienteer International (JPY) Unit Trust	TWO MANHATTAN WEST	375 NINTH AVENUE, 52ND FLOOR	NEW YORK	NY	NEW YORK	10001	212-478-0000	CAYMAN ISLANDS							Other	Unit Trust	withinFiveYears	2025
0001763787-25-000003	YES	101	0001763787	Alpenglow Biosciences, Inc.	2121 N 35TH STREET, SUITE 100		SEATTLE	WA	WASHINGTON	98103	206-659-7920	DELAWARE				LIGHTSPEED MICROSCOPY, INC.			Corporation		overFiveYears	
0001959961-25-000014	YES	101	0001959961	IPC Alternative Real Estate Income Trust, Inc.	2901 BUTTERFIELD ROAD		OAK BROOK	IL	ILLINOIS	60523	6302188000	MARYLAND				Inland Private Capital Alternative Assets Fund, LLC			Corporation		withinFiveYears	2021
0002103105-25-000001	YES	101	0002103105	MERCATO a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101926-25-000001	YES	101	0002101926	World Building Group LLC	961 ASHBY GRV SW		ATLANTA	GA	GEORGIA	30314	7703296520	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002090725-25-000001	YES	101	0002090725	Committed Capital Fund I, LP	2810 N CHURCH STREET, #534214		WILMINGTON	DE	DELAWARE	19802	201-241-2584	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103172-25-000001	YES	101	0002103172	Seagate SPV I a Series of Phase Shift Ventures Master LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002102273-25-000001	YES	101	0002102273	Shore Capital Healthcare Advantage Navia Co-Invest Fund, L.P.	1 EAST WACKER DRIVE, SUITE 2900		CHICAGO	IL	ILLINOIS	60601	(312) 348-7580	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103181-25-000001	YES	101	0002103181	NTC RMR ORTHO SPV III Nov 2025 a Series of CGF2021 LLC	2093 PHILADELPHIA PIKE	5885	CLAYMONT	DE	DELAWARE	19703	(360) 946-0604	DELAWARE							Limited Liability Company		withinFiveYears	2025
0001663577-25-000371	YES	101	0002100899	Veritwin, Inc	3301 NE 1ST AVE	SUITE H2506	MIAMI	FL	FLORIDA	33137	917-548-9810	WYOMING							Corporation		withinFiveYears	2025
0002099352-25-000001	YES	101	0002099352	OIHJV Portfolio Investors, L.P.	2 BETHESDA METRO CENTER, SUITE 500		BETHESDA	MD	MARYLAND	20814	301-377-2747	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103208-25-000001	YES	101	0002103208	MPC CA 2025 AHI ICF, LLC	3414 PEACHTREE ROAD	SUITE 825	ATLANTA	GA	GEORGIA	30326	4045968019	GEORGIA							Limited Liability Company		withinFiveYears	2025
0002102073-25-000001	YES	101	0002102073	OIHJV Portfolio Investors Parallel, L.P.	2 BETHESDA METRO CENTER, SUITE 500		BETHESDA	MD	MARYLAND	20814	301-377-2747	DELAWARE							Limited Partnership		withinFiveYears	2025
0002103149-25-000001	YES	101	0002103149	Grays Peak Private Credit LLC	126 EAST 56TH STREET	33RD FLOOR - GRAYS PEAK	NEW YORK	NY	NEW YORK	10022	2125067050	DELAWARE							Limited Liability Company		withinFiveYears	2022
0002101591-25-000001	YES	101	0002101591	F-LMA, L.P.	2460 Sand Hill Road, Suite 100		MENLO PARK	CA	CALIFORNIA	94025	650-521-5568	DELAWARE							Limited Partnership		withinFiveYears	2025
0002098260-25-000002	YES	101	0002098260	Sorrento Fund LP	7919 MEADOWBRIAR LANE		HOUSTON	TX	TEXAS	77063	346-437-9495	DELAWARE							Limited Partnership		withinFiveYears	2025
0002102373-25-000003	YES	101	0002102373	Sagehall II RT LLC	140 EAST 45TH STREET, SUITE 14D		NEW YORK	NY	NEW YORK	10017	(646)771-7067	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002101906-25-000001	YES	101	0002101906	SAI TPF IB, a Series of SecondMarket Growth, LLC	3 E 28TH ST	7TH FLOOR	NEW YORK	NY	NEW YORK	10016	646-968-7019	DELAWARE							Limited Liability Company		withinFiveYears	2025
0002103316-25-000001	YES	101	0002103316	Arrowstreet Capital Exeter Fund Ltd	200 CLARENDON STREET, 30TH FLOOR		BOSTON	MA	MASSACHUSETTS	02116	(617) 919-0000	CAYMAN ISLANDS							Other	Cayman Islands Exempted Company	withinFiveYears	2025
0002103407-25-000001	YES	101	0002103407	Baxter Industries LLC	92 RIVERVIEW PARK ROAD		MANCHESTER	NH	NEW HAMPSHIRE	03102	6039978108	NEW HAMPSHIRE							Limited Liability Company		withinFiveYears	2025
0001096906-25-002178	YES	101	0002092221	WESTLAND WORLD INC	390 N ORANGE AVENUE	SUITE 2300	ORLANDO	FL	FLORIDA	32801	6893227070	FLORIDA							Corporation		withinFiveYears	2025
0002103036-25-000001	YES	101	0002103036	Stripes VII Private Investors Offshore, L.P.	Walkers Corporate Limited	190 Elgin Avenue	George Town, Grand Cayman	E9	CAYMAN ISLANDS	KY1-9008	345-949-0100	CAYMAN ISLANDS							Limited Partnership		withinFiveYears	2025
0002101706-25-000001	YES	101	0002101706	SAI TPF IA, a Series of SecondMarket Growth, LLC	3 E 28TH ST	7TH FLOOR	NEW YORK	NY	NEW YORK	10016	646-968-7019	DELAWARE							Limited Liability Company		withinFiveYears	2025
0000919574-25-007529	YES	101	0002103130	Soryn IP Fund II Evergreen Fund L.P.	45 ESSEX ST., SUITE 201		MILLBURN	NJ	NEW JERSEY	07041	973-218-2414	DELAWARE							Limited Partnership		withinFiveYears	2025
0001413969-25-000002	YES	101	0001413969	Healionics CORP	2121 N. 35TH STREET, SUITE 200		SEATTLE	WA	WASHINGTON	98103	206-432-9060	DELAWARE							Corporation		overFiveYears	
0002101675-25-000001	YES	101	0002101675	Legacy Collective Ventures LLC	15614 TURNER AVE		MARKHAM	IL	ILLINOIS	60428-3958	7733401344	DELAWARE							Limited Liability Company		withinFiveYears	2025
